Question,A,B,C,D,Correct Option,Subject,GPT-3.5,GPT-4,Eval GPT-3.5,Eval GPT-4
Progesterone release rate in Progestasert is:,25 mg/day,40 mg/day,65 mg/day,80 mg/day,C,Gynaecology & Obstetrics,B,A,0,0
Procedure to be performed in the case of arrest of after-coming head due to contracted pelvis in breech:,Craniotomy,Decapitation,Zavanelli maneuver,Cleidotomy,C,Gynaecology & Obstetrics,C,C,1,1
Which one of the following is a hereditary disease that may be associated with infeility?,Polycystic ovaries,Bullous pemphigoid,Uterine fibroid,Immotile cilia syndrome,D,Gynaecology & Obstetrics,A,D,0,1
"32 years old lady with twin dichorionic diamniotic pregnancy, first baby breech presentation and second baby cephalic presentation. What is the management?",C - Section,Assisted breech,Instrumental delivery,Normal vaginal delivery,A,Gynaecology & Obstetrics,A,A,1,1
Glands of littre are homologous to,Baholin gland,Cowper's gland,Skene glands,Glands on labia,C,Gynaecology & Obstetrics,B,B,0,0
Karyotype of partial mole is:,46 XY,69 XXY,45 XO,46 XXY,B,Gynaecology & Obstetrics,C,B,0,1
"A 13-year-old young girl presents in the casualty with actue pain in the lower abdomen. She has history of cyclical pain for last 6 months and she has not attained her menarche yet. On local genital examination, a tense bulge in the region of hymen was seen. The most probable diagnosis is:",Rockytansky Kuster Hauser syndrome,Testicular feminization syndrome,Imperforate hymen,Asherman's sydrome,C,Gynaecology & Obstetrics,C,C,1,1
"In Brow presentation, head of the fetus:",Complete hyperextension,Partial extension,Complete flexion,Partial flexion,B,Gynaecology & Obstetrics,C,A,0,0
Total number of Primordial follicles present at bih:,2000-4000,"20,000-40000",1-2 lakhs,1-2 Million,D,Gynaecology & Obstetrics,D,D,1,1
Zavanelli's manoeuvre done in:,Shoulder dystocia,DTA,Retained placenta,Face presentation,A,Gynaecology & Obstetrics,A,A,1,1
Indications of medical management In ectopic,Presence of fetal hea activity,Size <4 cm,Gestation <6 weeks,a-hCG>1500,B,Gynaecology & Obstetrics,C,B,0,1
Treatment of Ca cervix stage IB includes :,Surgery,Chemotherapy,Radiotherapy,Cryotherapy,A,Gynaecology & Obstetrics,A,A,1,1
"A low risk primigravida underwent vaginal delivery with episiotomy. 2 hours after delivery patient appears pale, PR 110/min BP is 90/60 but there is no apparent PPH. PV examination shows a bulge over episiotomy stitch line. Hb shows a drop in Hb from 9 gm% to 7 gm%. Management is?",Blood and fluid transfusion with IV antibiotics,Blood transfusion and cold compression of episiotomy,Immediate exploration of episiotomy and blood transfusion,Cervical exploration with uterotonics with blood transfusion,C,Gynaecology & Obstetrics,C,C,1,1
Genes MOST closely associated with familial cases of ovarian cancer are:,BRCA1,WT1,NF2,VHL,A,Gynaecology & Obstetrics,A,A,1,1
"In transverse lie, the presentation is:",Veex,Breech,Brow,Shoulder,D,Gynaecology & Obstetrics,B,D,0,1
Most common type of pelvis in women is,Gynecoid,Anthrapoid,Android,Platypelloid,A,Gynaecology & Obstetrics,A,A,1,1
Maximum dose of radiation exposure during pregnancy is,0.5 rad,1 rad,1.5 rad,5 rad,D,Gynaecology & Obstetrics,A,D,0,1
The condition listed below that would most likely pursue a benign course is,Vaginal adenosis,Adenomyosis,Extramammary Paget's disease,Endometrial hyperplasia,B,Gynaecology & Obstetrics,A,A,0,0
"Mrs. X, 25years old with a history of 2 previous pregnancies, and now 28weeks of gestation her gravidity is",Nulligravida,G1,G2,G3,D,Gynaecology & Obstetrics,C,D,0,1
"A girl at 16 years of age, presents with primary amenorrhea. On examination, breast development is normal, axillary and pubic hair are sparse, vagina is normal. USG revealed absent uterus and solid nodular structures in B/L inguinal regions. Diagnosis is?",Androgen insensitivity syndrome,MRKH,Turners syndrome,Pure gonadal dysgenesis,A,Gynaecology & Obstetrics,C,A,0,1
Which one of the following foetal functions is the last to be affected,Tone,Movement,Heart rate reactivity,Breathing movements,A,Gynaecology & Obstetrics,C,C,0,0
Treatment of red degeneration of fibroid during pregnancy:,Analgesics,Laparotomy,Termination of pregnancy,Removal at cesarean section,A,Gynaecology & Obstetrics,D,A,0,1
A 35-year-old female patient Radha having children aged 5 and 6 years has history of amenorrhea and galactorrhea. Blood examination reveals increased prolactin. CT of head is likely to reveal:,Pituitary adenoma,Craniopharyngioma,Sheehan's syndrome,Pinealoma,A,Gynaecology & Obstetrics,A,A,1,1
"A newly married couple, the woman is having irregular menstruation. What is the contraceptive of choice?",Barrier method,OCP,Calendar method,Progesterone only pills,B,Gynaecology & Obstetrics,B,D,1,0
The nerve root blocked in pudendal block is,"L 1,2,3","L 2,3","S 2,3,4",S 4,C,Gynaecology & Obstetrics,C,C,1,1
Partial mole is -,46XY,46XX,69XXY,23X,C,Gynaecology & Obstetrics,B,C,0,1
"In cases of recurrent abortions, most common uterine malformation seen is?",Mullerian fusion defects,Uterine syncytium,Unicornuate uterus,Uterine agenesis,A,Gynaecology & Obstetrics,A,A,1,1
A lady presented to your with a history of recurrent early pregnancy loss. What are the investigations to be ordered:,VDRL,Toxoplasma serology,Hemogram\/blood grouping,Rubella screening,C,Gynaecology & Obstetrics,B,A,0,0
Funneling in cervicogram is seen in -,In labour,Cervical incompetence,Cervical ectopic,During TVS,B,Gynaecology & Obstetrics,B,B,1,1
The risk of endometrial carcinoma is the highest with the following histological pattern of endometrial hyperplasia:,Simple hyperplasia without atypia,Simple hyperplasia with atypia,Complex hyperplasia without atypia,Complex hyperplasia with atypia,D,Gynaecology & Obstetrics,B,C,0,0
Puerperal sepsis is last for,2 weeks,4 weeks,6 weeks,8 weeks,A,Gynaecology & Obstetrics,C,,0,0
MC type of ca vulva is:,Squamous cell carcinoma,Melanoma,Adenocarcinoma,Adenosquamous carcinoma,A,Gynaecology & Obstetrics,A,A,1,1
Most specific marker for neural tube defects is,Alpha-fetoprotein,Unconjugated estriol,Acetylcholinesterase,Pseudocholinesterase,C,Gynaecology & Obstetrics,A,A,0,0
Uterus is receptive for implantation for how many days after feilization -,6 days,12 days,6 weeks,12 weeks,D,Gynaecology & Obstetrics,A,A,0,0
Phase 3 of paurition is :,Preparation For Labour,Process Of Labour,Involution,Uterine quiscence,B,Gynaecology & Obstetrics,B,C,1,0
Angular pregnancy refers to:,Ectopic pregnancy of Interstitial pa of FT,Intrauterine pregnancy,Heterotopic pregnancy,Ectopic pregnancy of broad ligament,B,Gynaecology & Obstetrics,A,A,0,0
Normal Menstrual cycle shows,Progesterone levels are highest during the secretory phase,LH levels are lowest in the mid cycle,FSH levels are highest during the luteal phase,Estradiol levels are highest during the midcycle,A,Gynaecology & Obstetrics,D,A,0,1
Priscilla White classification is used in :--,Gestational hypertension,Cardiac disorders in pregnancy,Gestational diabetes mellitus,Thyroid disorders of pregnancy,C,Gynaecology & Obstetrics,C,C,1,1
Oligohydramnios is associated with :,Neural tube defects,Renal agenesis,Postmature bih,Premature bih,B,Gynaecology & Obstetrics,B,B,1,1
Cystitis is most commonly caused by,E. coli,Pseudomonas,Proteus mirabilis,Neisseria gonorrhea,A,Gynaecology & Obstetrics,A,A,1,1
M/C uterine malformation associated with infeility,Bicornuate,Unicornuate,Septate,Didelphys,C,Gynaecology & Obstetrics,B,C,0,1
A 18yr old girl comes to gynaec OPD presenting with 6months A amenorrhea with his low grade fever weight loss pain abdomen generalised weakness On clinical examination pelvic mass felt on left side with features of ascites Diagnosis,TB pelvic with tuboovasion mass,ectopic pregnancy,Granulosa cell tumour,Fibroid with degeneration,A,Gynaecology & Obstetrics,D,A,0,1
Peripartum cardiomyopathy occurs at,Within 7 days,Within 6 weeks,Within 24 months,Within 5 months,D,Gynaecology & Obstetrics,B,B,0,0
The best way of diagnosing Trisomy-21 during second trimester of pregnancy is:,Triple marker estimation,Nuchal skin fold thickness measurement,Chorionic villus sampling,Amniocentesis,D,Gynaecology & Obstetrics,A,A,0,0
Specific treatment of severe pre-eclampsia is:,Magnesium sulphate,Termination of pregnancy,Clonidine,Hydralazine,B,Gynaecology & Obstetrics,A,A,0,0
A woman should take continuously how many days of hormonal OC pills to prevent ovulation?,3 days,5 days,7 days,9 days,C,Gynaecology & Obstetrics,C,C,1,1
Hysteroscopic resection can be done in submucosal myomas of size,Any size can be done,< 4 cm,4-8 cm,< 10 cm,B,Gynaecology & Obstetrics,B,B,1,1
Best prognosis in infertile women is seen in/most reversible form of infertility is:,Tubal block,Anovulation,Oligospermia,Endometritis,B,Gynaecology & Obstetrics,A,A,0,0
Antihormone used in Infeility is:,Mifepristone,Clomifene,Danazol,Finasteride,B,Gynaecology & Obstetrics,B,B,1,1
Which will not come between cytotrophoblast and maternal blood?,Decidua parietalis,Syncytiotrophoblast,Inter villous space,Basement membrane,A,Gynaecology & Obstetrics,B,A,0,1
Contraceptive effect of CuT-380A lasts for how many years?,5,10,15,20,B,Gynaecology & Obstetrics,B,B,1,1
Which of the following method is the best predictor for ovulation in a female infeility patient during a menstual cycle?,Basal body temperature,Fern Test,Endometrial biopsy,Hormonal Study,D,Gynaecology & Obstetrics,A,D,0,1
Sterilisation procedure with maximum chances of a successful reversal surgery is:,Pomeroy's tubal ligation,Irwing's technique,Laparoscopic tubal ligation with silastic bands,Laparoscopic tubal ligation with clips,D,Gynaecology & Obstetrics,C,D,0,1
"Outlet forceps, means:","Head at station ""0""",Full cervical dilatation,Rupture of membrane,Rotation > 45,B,Gynaecology & Obstetrics,D,A,0,0
"A 19-year-old primigravida, presents with 8 weeks amenorrhea, light bleeding and pain. O/E Uterine size corresponds to POG and Os is closed. USG reveals intra uterine pregnancy. What is preferred management in this case?",Estrogen plus Progesterone therapy,Dilatation and Curettage,Bed rest and Progesterone,Beta hCG,C,Gynaecology & Obstetrics,B,B,0,0
DOC for candidiasis in pregnancy,Metronidazole 500mg,Tinidazole 500mg,Fluconazole,Metronidazole 1 gm,C,Gynaecology & Obstetrics,C,C,1,1
CPD is best assessed by :,CT scan,Ultrasound,Radio pelvimetry,Pelvic assessment,D,Gynaecology & Obstetrics,D,D,1,1
Which of the following is the most common malignant ovarian tumor?,Serous cysadenocarcinoma,Mucinous tumor,Endometrioid tumor,Mesonephroid tumor,A,Gynaecology & Obstetrics,A,A,1,1
Maximum cardiac output is seen in which week of pregnancy?,24 weeks,20 weeks,28 weeks,22 weeks,C,Gynaecology & Obstetrics,C,A,1,0
"In the perspective of the busy life schedule in the modem society, the accepted minimum period of sexual cohabitation resulting in no offspring for a couple to be declared infertile is:",One year,One and a half-year,Two years,Three year,A,Gynaecology & Obstetrics,A,A,1,1
What is the dose of mifepristone in emergency contraception?,100 mg,200 mg,25 mg,200 mcg,C,Gynaecology & Obstetrics,A,B,0,0
Which of these vaccines is not contraindicated in pregnancy?,Measles,Hepatitis B,Varicella,BCG,B,Gynaecology & Obstetrics,B,B,1,1
Occupational Lung Disease commonly seen in Textile industry Workers is -,Byssinosis,Bagassosis,Farmes's Lung,Asbestosis,A,Medicine,A,A,1,1
A 40 year old man comes with complaints of vomiting for last 3 days. ABG repo shows a pH = 7.22. pCO2 = 21 mm Hg and HCO3= 9 meq/dl. Diagnosis is?,Mixed metabolic acidosis and respiratory alkalosis,Metabolic acidosis,Respiratory alkalosis,Mixed respiratory acidosis and metabolic alkalosis,B,Medicine,B,A,1,0
Somatostatin is produced by,Alpha cells,Beta cells,Delta cells,PP cells,C,Medicine,C,C,1,1
"50 yr old smoker, obese , hypeension patient is having loud snoring . He has > 5 episodes of apnea per hour of sleep. What is the next best management for improvement of his symptom ?",Uvulopalatoplasty,C.P.A.P,Weight reduction and diet control,Mandibular reposition surgery,B,Medicine,A,A,0,0
Massive bleeding per rectum in a 70years patient is seen most commonly in,Carcinoma,Colitis,Diveiculosis,Polyps,C,Medicine,A,C,0,1
Which of the following is not a clinical manifestation of parvovirus infection?,Erythema infectiosum,Polyahropathy,Pure red cell aplasia,Tropical sprue,D,Medicine,B,D,0,1
Treatment for genotype 1a of hepatitis C,Ledipsavir and Sofosbuvir,Sofosbuvir and velpatasvir,Pegylated interferon and lamivudine,Pegylated interferon and Ribavarin,A,Medicine,A,B,1,0
Which of the foliowingmay present with isolated prolongation of prothrombin time (PI>,Factor VIiI deficiency,FActor VII deficiency,Factor XII deficiency,Factor IX deficiency,B,Medicine,B,B,1,1
"Patient's case histories are Orofacial oedema, facial palsy, and fissured tongue. What will be your diagnosis?",Melkersson-rosenthal syndrome,Ramsay hunt syndrome,Guillain-barre syndrome,Lyme disease,A,Medicine,A,A,1,1
The occurrence of hypehyroidism following administration of supplemental iodine to subjects in endemic area of iodine deficiency is due to?,Wolf-Chaikoff effect,Jod-Basedow effect,Pembeon effect,Graves' effect,B,Medicine,B,B,1,1
Coomb&;s positive hemolytic anemia associated with -,TTP,PAN,SLE,HUS,C,Medicine,C,C,1,1
Which of the following tests is most sensitive for detecting early diabetic nephropathy?,Serum Creatinine,Creatinine clearance,Microalbuminuria,Ultra sonography,C,Medicine,C,C,1,1
Pulsus paradoxus is a characteristic feature of -,Constrictive pericarditis,Cardiac Tamponade,Hyperophic obstructive cardiomyopathy,Restrictive cardiomyopathy,B,Medicine,B,B,1,1
What will be the effect on spirometry in case of lobectomy done for bronchogenic carcinoma?,Increased residual volume,Increased vital capacity,Increased dead space ventilation,Increased closing volume,C,Medicine,B,A,0,0
How much Potassium is present in the Ringer Lactate solution -,1 mEq/L,4 mEq/L,2 mEq/L,6 mEq/L,B,Medicine,B,B,1,1
Cholesterol level for prevention of coronary aery disease-,< 250 mg\/dl,< 220 mg\/dl,< 300 mg\/dl,< 200 mg\/dl,D,Medicine,D,D,1,1
Most common abnormality associated with ARDS,Hypoxemia,Hypercapnea,Diffuse alveolar damage,Bilateral alveolar infiltrates,A,Medicine,C,A,0,1
32Y/F presents to medicine opd with stridor and dry cough from last few weeks. she complains of difficulty in breathing on exeion and in resting condition as well . O/E she had Erythema Nodosum on lower limbs along with painful ahritis.B/L hilar lymphadenopathy Lab investigations had shown raised levels of Angiotensin conveing enzymes (ACE). Her chest radiograph is shown below.The probable diagnosis in this case is?,Pneumonia,Sarcoidosis,Tuberculosis,Histoplasmosis,B,Medicine,B,B,1,1
High calcium uptake leads to-,Milk alkali syndrome,Osteopoijosjs,Osteopetrosis,Cardiomyopathy,A,Medicine,C,A,0,1
Wemicke-Korsakoff syndrome is due:,Riboflavin deficiency,Thiamine deficiency,Pyridoxin deficiency,Niacine deficiency,B,Medicine,B,B,1,1
Rapid infusion of insulin causes-,Hyperkalemia,Hypokalemia,Hypernatremia,Hyponatremia,B,Medicine,B,B,1,1
Organism that causes emphysematous cholecystitis is:,Salmonella typhi,Cytomegalovirus,Clostridium perfringens,Bacteroides,C,Medicine,C,C,1,1
Prolonged QT interval is not seen in?,Hypokalemia,Hypocalcemia,Hypomagnesemia,Hypercalcemia,D,Medicine,D,D,1,1
Tolvaptan is used in?,Hyponatremia,Hypernatremia,Nephrogenic diabetes insipidus,Decreased water clearance,A,Medicine,A,A,1,1
Which of the following leads to hyponatremia and low osmolality:,Hyperlipidemia,Hyperproteinemia,IVIG therapy,CHF,D,Medicine,B,C,0,0
"ECG with ST elevation , low BP. Best line of management is-",IABP,Vasopressors,Reperfusion,Thrombolytics,C,Medicine,C,C,1,1
Desynchronised defibrillation is used to -,Atrial fibrillation,Atrial flutter,SVT,Ventricular fibrillation,D,Medicine,D,D,1,1
"Chloride responsive alkalosis, causes are-",Severe vomiting,Bater's syndrome,Milk alkali syndrome,Frusemide therapy,A,Medicine,A,A,1,1
Which of the following drug is not used for management of acute pulmonary edema?,Norepinephrine,Dopamine,Dobutamine,Phenylephrine,D,Medicine,D,D,1,1
